image_name,Type_1,Type_2,Type_3
0.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
1.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
2.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
3.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
4.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
5.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
6.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
7.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
8.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
9.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
10.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
11.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
12.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
13.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
14.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
15.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
16.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
17.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
18.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
19.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
20.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
21.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
22.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
23.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
24.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
25.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
26.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
27.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
28.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
29.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
30.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
31.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
32.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
33.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
34.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
35.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
36.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
37.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
38.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
39.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
40.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
41.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
42.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
43.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
44.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
45.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
46.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
47.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
48.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
49.jpg,0.3333333333333333,0.3333333333333333,0.3333333333333333
